cliente_id,idade,genero,tempo_relacionamento_meses,categoria_fidelidade,ticket_medio_mensal,forma_pagamento,reclamacoes_registradas,pedidos_no_show,nota_satisfacao,data_cadastro,cliente_inativo
325,78.0,masculino,5,Ouro,,Cartão de Crédito,1,1,3.0,30/06/2024,Yes
2061,73.0,fem,17,OURO,165.87,  Boleto ,1,3,5.0,25/12/2023,0
541,61.0,Feminino,14,BRONZE,36.86,Pix,1,0,1.0,2023-06-13,S
356,79.0,,8,PRATA,93.41,Boleto,3,0,2.0,2023-06-12,1
494,55.0,feminino,31,ouro,146.19,Cartão de Crédito,0,8,3.0,2022-06-17,No
360,64.0,fem,42,BRONZE,"R$ 38,06",Cartão de Crédito,0,0,3.0,01/01/2021,Não
2085,26.0,Feminino,9,Ouro,"R$ 152,84",Pix,2,1,4.0,2021-07-03,0
225,62.0,Feminino,25,ouro,"R$ 162,55",Pix,1,0,4.0,2024-01-05,No
1148,65.0,masculino,10,Prata,99.29,Pix,1,0,4.0,28/06/2024,Não
1330,39.0,Masculino,9,PRATA,93.22,  Cartão de Crédito ,1,0,3.0,2021-12-30,não
1103,,feminino,43,bronze,,Cartão de Crédito,0,0,3.0,2023-04-24,não
841,35.0,masculino,29,BRONZE,48.69,Pix,1,3,3.0,2021-04-15,Sim
1679,75.0,F,13,bronze,45.03,Cartão de Crédito,0,4,2.0,2022-08-22,não
4,45.0,,24,BRONZE,41.45,Cartão de Crédito,1,0,5.0,2024-02-12,não
216,34.0,Feminino,35,bronze,"R$ 55,18",Cartão de Crédito,2,4,4.0,06/04/2023,0
99,57.0,,16,bronze,47.0,Pix,0,0,2.0,2024-01-07,No
730,58.0,Masculino,47,PRATA,89.03,Boleto,0,1,3.0,08/04/2022,0
1516,75.0,feminino,21,OURO,164.58,Cartão de Crédito,1,0,3.0,29/03/2023,Não
1150,70.0,M,56,bronze,32.18,Pix,0,3,3.0,30/12/2023,No
2150,70.0,fem,25,OURO,"R$ 172,98",Boleto,0,1,3.0,2022-04-18,No
2127,37.0,fem,61,BRONZE,46.64,Boleto,1,0,2.0,10/02/2023,Sim
2170,78.0,feminino,38,bronze,50.38,Cartão de Crédito,2,0,3.0,2023-06-02,N
2067,62.0,Feminino,25,Bronze,45.28,  Pix ,1,2,4.0,13/07/2023,Não
168,28.0,F,13,Bronze,"R$ 52,89",Cartão de Crédito,0,0,3.0,13/08/2021,Não
1567,78.0,F,49,prata,93.86,Cartão de Crédito,1,0,4.0,29/04/2021,0
1581,36.0,masculino,4,BRONZE,39.82,Cartão de Crédito,2,0,4.0,2021-02-15,Não
493,64.0,Masculino,65,Ouro,,Boleto,1,1,4.0,04/10/2022,não
456,52.0,masculino,41,OURO,164.04,Cartão de Crédito,1,4,3.0,2021-10-11,0
1739,18.0,,52,Prata,,Boleto,2,0,4.0,2021-11-26,não
1616,28.0,Feminino,6,bronze,49.59,Pix,1,2,4.0,28/06/2021,não
522,27.0,F,48,ouro,164.64,Cartão de Crédito,0,1,1.0,2023-12-28,Não
1607,27.0,masc,8,PRATA,91.08,Cartão de Crédito,6,2,2.0,2022-07-16,Yes
2122,,masc,32,Prata,105.13,Pix,0,5,4.0,23/12/2021,não
14,65.0,M,9,PRATA,92.61,  Cartão de Crédito ,0,1,,2021-02-21,não
390,27.0,F,25,BRONZE,34.73,Cartão de Crédito,2,0,,03/08/2024,0
1304,73.0,feminino,15,Prata,103.52,Cartão de Crédito,4,1,3.0,2021-04-18,0
1533,75.0,masculino,29,prata,85.69,Cartão de Crédito,1,0,3.0,2023-02-10,No
1335,51.0,Masculino,7,PRATA,102.16,Boleto,0,2,3.0,13/08/2023,não
1514,38.0,masc,16,prata,105.14,Pix,2,0,,16/02/2024,não
607,38.0,fem,21,BRONZE,46.46,Boleto,2,5,2.0,11/05/2021,1
1438,58.0,fem,36,BRONZE,42.31,Pix,2,7,4.0,2024-08-18,N
1035,22.0,Feminino,41,Bronze,48.19,Pix,2,4,4.0,07/06/2023,1
1184,45.0,masc,65,PRATA,"R$ 95,36",Cartão de Crédito,0,1,5.0,2024-05-23,No
1042,71.0,Feminino,15,prata,92.52,Cartão de Crédito,2,0,3.0,14/12/2023,N
1209,35.0,M,47,Prata,82.44,Cartão de Crédito,2,3,5.0,2022-09-18,No
824,58.0,masculino,15,prata,91.37,Cartão de Crédito,1,2,,2021-04-22,0
502,58.0,Feminino,57,Prata,86.42,Pix,0,2,3.0,2021-01-16,não
2094,30.0,Masculino,7,PRATA,"R$ 89,44",Cartão de Crédito,1,1,5.0,2021-05-19,Não
1868,65.0,Masculino,30,PRATA,102.91,Cartão de Crédito,0,0,3.0,2024-06-07,0
429,19.0,Masculino,44,Bronze,54.04,Pix,2,3,3.0,2021-11-20,1
994,44.0,Masculino,14,prata,93.84,Cartão de Crédito,1,0,3.0,31/07/2022,No
1391,36.0,Feminino,8,OURO,170.97,Pix,5,1,3.0,26/07/2024,0
1810,77.0,masc,9,prata,"R$ 87,90",Cartão de Crédito,0,5,3.0,2024-01-02,0
26,57.0,M,44,BRONZE,33.03,Pix,2,0,3.0,2022-12-08,0
1049,59.0,F,10,ouro,154.65,Cartão de Crédito,0,0,5.0,09/12/2021,No
1976,21.0,M,25,Prata,"R$ 94,29",Cartão de Crédito,1,4,4.0,2024-10-06,não
692,67.0,M,41,ouro,156.04,Pix,3,3,3.0,2021-05-01,0
1922,51.0,feminino,68,Prata,,  Cartão de Crédito ,2,1,,20/09/2021,N
1239,36.0,Masculino,67,BRONZE,"R$ 35,76",Pix,0,2,,15/02/2024,S
116,53.0,masculino,1,Bronze,50.97,Cartão de Crédito,2,0,5.0,2022-07-31,Sim
1960,29.0,masc,3,BRONZE,35.72,Cartão de Crédito,0,3,5.0,14/01/2023,1
2020,46.0,F,12,Prata,"R$ 89,50",Cartão de Crédito,2,2,1.0,03/06/2021,Yes
371,38.0,Feminino,57,BRONZE,51.36,Pix,0,6,3.0,2024-04-09,No
1544,53.0,Feminino,32,prata,,Pix,0,1,,2021-11-18,0
1335,51.0,Masculino,7,PRATA,102.16,  Boleto ,0,2,3.0,13/08/2023,não
1772,41.0,Masculino,66,bronze,35.78,Pix,0,4,3.0,2024-09-04,No
859,59.0,F,28,Bronze,37.99,Cartão de Crédito,2,0,3.0,08/11/2022,N
97,32.0,,12,prata,82.61,Pix,0,4,3.0,21/02/2021,0
2059,42.0,Masculino,43,ouro,"R$ 158,49",Pix,1,0,4.0,2024-03-20,Não
587,60.0,masculino,21,PRATA,"R$ 87,77",Pix,1,2,3.0,2021-12-23,0
861,78.0,feminino,18,PRATA,"R$ 93,96",  Cartão de Crédito ,0,0,3.0,12/02/2023,não
612,46.0,feminino,21,ouro,155.9,Cartão de Crédito,1,1,4.0,2024-10-11,Não
1799,47.0,masc,52,bronze,53.14,Boleto,0,4,3.0,21/02/2022,0
1785,63.0,masc,61,bronze,27.38,Pix,0,1,3.0,29/11/2022,Não
2113,74.0,masculino,25,Bronze,39.81,Pix,2,0,4.0,15/07/2023,Não
1498,66.0,feminino,30,Bronze,"R$ 37,05",Cartão de Crédito,0,1,4.0,2024-03-09,No
1602,63.0,fem,42,bronze,48.47,Boleto,1,6,,2024-09-04,sim
512,64.0,M,2,Bronze,40.45,  Cartão de Crédito ,2,0,3.0,2023-04-16,1
1681,76.0,Feminino,62,prata,85.48,Pix,1,3,4.0,05/01/2022,No
566,32.0,masc,38,ouro,165.33,Cartão de Crédito,0,5,4.0,20/03/2024,No
1927,40.0,masculino,4,PRATA,"R$ 96,07",Cartão de Crédito,1,1,3.0,2021-10-17,1
119,33.0,Masculino,61,Prata,83.07,Cartão de Crédito,2,5,,2023-11-16,N
506,46.0,Feminino,21,PRATA,89.89,Pix,1,4,3.0,2023-07-26,Sim
1305,55.0,masculino,2,prata,100.74,Cartão de Crédito,2,0,,15/10/2024,0
1157,25.0,Masculino,5,PRATA,81.76,Pix,0,0,4.0,2024-10-14,0
22,40.0,Feminino,11,PRATA,82.42,Boleto,1,3,4.0,31/05/2024,N
501,25.0,M,63,prata,"R$ 96,77",  Pix ,0,3,4.0,21/04/2024,N
1754,42.0,,33,PRATA,,Cartão de Crédito,0,3,3.0,02/03/2022,não
1319,45.0,masculino,49,Prata,86.87,  Boleto ,0,1,2.0,08/10/2022,1
1200,56.0,Masculino,52,Prata,"R$ 85,19",Pix,1,2,4.0,03/07/2021,0
1302,42.0,M,46,Prata,92.31,Pix,0,0,3.0,2024-02-22,Não
165,43.0,Feminino,54,prata,89.57,Pix,1,2,3.0,04/03/2023,0
842,58.0,feminino,21,Ouro,155.35,Boleto,1,0,,10/07/2023,não
1777,38.0,feminino,46,Bronze,"R$ 47,32",Cartão de Crédito,1,2,3.0,2021-01-07,S
2092,38.0,Masculino,66,bronze,40.71,Cartão de Crédito,1,8,4.0,29/04/2024,S
1278,65.0,masculino,38,ouro,169.0,Pix,0,0,5.0,22/09/2022,0
1856,70.0,feminino,27,Ouro,150.56,Pix,0,0,,08/05/2021,N
1713,72.0,Masculino,14,ouro,163.29,  Boleto ,1,2,4.0,14/01/2022,Não
1912,73.0,masc,35,OURO,"R$ 168,21",Cartão de Crédito,0,1,3.0,25/09/2022,não
379,41.0,feminino,69,bronze,"R$ 55,57",Cartão de Crédito,1,0,,2021-06-27,Não
64,77.0,,37,bronze,47.82,Pix,0,0,3.0,10/08/2021,0
717,50.0,masc,45,BRONZE,58.4,Cartão de Crédito,2,0,3.0,31/08/2021,não
906,61.0,fem,22,Prata,"R$ 82,51",  Pix ,1,9,3.0,2022-07-15,S
699,21.0,F,57,PRATA,98.62,Boleto,0,1,2.0,2023-10-15,Não
1068,57.0,Feminino,50,prata,92.33,Cartão de Crédito,2,2,3.0,06/05/2021,Não
295,51.0,Masculino,30,Ouro,172.37,Boleto,0,1,3.0,2021-11-28,não
1660,33.0,fem,32,bronze,"R$ 37,71",Boleto,1,0,4.0,31/03/2024,N
1258,52.0,masc,3,Ouro,158.62,Boleto,2,0,5.0,11/11/2021,Não
316,,M,59,ouro,,Boleto,1,1,2.0,2021-07-06,S
529,74.0,M,42,BRONZE,39.8,Pix,1,0,,2021-09-25,0
131,53.0,F,5,PRATA,78.88,Pix,0,1,3.0,27/03/2023,N
1287,74.0,Masculino,25,Prata,,  Pix ,3,4,3.0,11/12/2023,Yes
190,36.0,masc,62,bronze,58.55,Cartão de Crédito,1,2,4.0,2024-09-06,No
28,69.0,fem,67,Bronze,37.53,Boleto,1,0,3.0,22/04/2024,0
1165,50.0,,12,BRONZE,43.71,Cartão de Crédito,0,2,5.0,2022-02-26,No
650,70.0,M,26,bronze,"R$ 56,08",Cartão de Crédito,1,3,2.0,2021-09-24,Não
2021,36.0,masculino,8,bronze,40.74,Cartão de Crédito,4,0,3.0,31/01/2023,N
1096,22.0,Masculino,57,Ouro,147.05,Cartão de Crédito,4,0,4.0,18/08/2024,No
1667,64.0,Feminino,38,PRATA,89.46,Pix,1,2,4.0,02/09/2023,Sim
1684,67.0,Masculino,33,Prata,84.0,Cartão de Crédito,3,0,3.0,2022-11-22,No
1937,41.0,Masculino,70,PRATA,"R$ 104,47",Cartão de Crédito,0,0,4.0,13/12/2023,0
1965,68.0,feminino,51,prata,93.82,Boleto,2,2,3.0,2022-07-13,S
977,162.0,F,44,OURO,164.72,Boleto,0,3,3.0,2023-12-06,Não
322,24.0,M,4,Prata,111.85,Pix,1,0,2.0,02/06/2021,Sim
1873,55.0,fem,60,Bronze,61.67,Boleto,2,0,4.0,2021-10-03,Não
1397,56.0,masc,25,OURO,"R$ 171,50",  Cartão de Crédito ,1,0,5.0,2021-12-16,No
2097,76.0,fem,32,bronze,44.92,Cartão de Crédito,2,1,3.0,2021-08-11,Yes
267,45.0,fem,22,Ouro,158.18,  Pix ,2,1,2.0,05/07/2022,não
1486,71.0,fem,11,bronze,35.53,Pix,1,0,5.0,2022-08-18,Não
586,,masc,9,prata,"R$ 84,97",Pix,1,1,4.0,2021-04-20,não
711,60.0,masculino,8,Prata,"R$ 93,40",Cartão de Crédito,2,2,2.0,10/04/2023,N
1347,71.0,masculino,30,prata,104.0,Pix,0,0,3.0,2021-06-06,Não
1620,79.0,Masculino,64,ouro,160.47,Cartão de Crédito,2,0,5.0,03/04/2022,Não
1929,29.0,Feminino,39,Prata,87.62,Pix,0,0,5.0,13/11/2022,No
76,47.0,Masculino,31,bronze,"R$ 35,91",Pix,2,0,2.0,24/12/2023,sim
1721,23.0,feminino,67,Bronze,"R$ 32,91",Cartão de Crédito,2,1,3.0,2024-01-15,sim
2167,37.0,Masculino,12,PRATA,96.05,Pix,0,4,,2022-12-12,No
220,73.0,fem,30,ouro,166.47,Boleto,2,1,4.0,29/06/2022,não
1491,35.0,fem,29,bronze,37.7,Boleto,2,0,2.0,29/02/2024,Sim
303,18.0,fem,54,OURO,175.12,Cartão de Crédito,0,1,3.0,2024-01-21,Não
572,43.0,fem,3,prata,107.23,Cartão de Crédito,2,0,1.0,2024-08-12,Yes
1600,61.0,feminino,4,BRONZE,"R$ 49,61",  Pix ,0,1,3.0,2021-08-20,1
1232,63.0,M,55,prata,88.18,Pix,1,4,5.0,2021-10-04,Não
631,63.0,M,66,Bronze,47.58,Boleto,1,1,3.0,2022-05-13,S
1524,27.0,masc,71,Bronze,41.94,Pix,0,0,5.0,2023-01-26,Não
1916,50.0,M,34,bronze,52.95,Pix,0,1,5.0,13/10/2023,não
1848,51.0,feminino,18,Bronze,,Pix,1,1,4.0,02/05/2023,0
1574,68.0,masculino,10,OURO,161.42,  Pix ,1,3,4.0,02/04/2021,Não
1262,75.0,feminino,68,prata,"R$ 85,37",Cartão de Crédito,5,4,4.0,2023-05-13,1
181,76.0,F,13,ouro,155.87,Cartão de Crédito,1,0,2.0,2024-05-28,0
1797,78.0,masc,2,bronze,40.85,Pix,1,0,4.0,2022-10-20,1
937,27.0,F,42,OURO,176.36,Boleto,5,1,3.0,2023-03-02,No
1442,49.0,feminino,66,BRONZE,30.75,Cartão de Crédito,2,0,,23/07/2022,Sim
1852,33.0,F,28,Prata,73.52,Boleto,1,1,4.0,2022-08-09,não
377,63.0,fem,20,PRATA,"R$ 91,21",Cartão de Crédito,2,0,3.0,31/07/2022,Sim
934,58.0,masc,6,BRONZE,51.94,Pix,5,0,5.0,2023-08-03,não
732,43.0,Masculino,48,Bronze,51.6,,0,3,3.0,2024-10-02,No
24,,Masculino,31,Bronze,"R$ 39,27",Pix,1,0,4.0,23/06/2022,Sim
1587,69.0,Feminino,13,ouro,159.52,Cartão de Crédito,1,0,4.0,2021-11-21,No
684,77.0,F,4,bronze,49.69,Cartão de Crédito,0,0,3.0,2021-06-18,sim
886,63.0,M,26,BRONZE,44.52,Boleto,1,2,3.0,2022-01-13,N
347,79.0,F,57,Ouro,159.85,  Boleto ,2,4,4.0,2022-11-25,Não
1962,79.0,Feminino,28,Bronze,36.08,Cartão de Crédito,1,0,2.0,2022-12-09,sim
644,47.0,Feminino,35,bronze,,Cartão de Crédito,2,3,5.0,19/07/2021,No
2010,57.0,masc,44,BRONZE,,Cartão de Crédito,2,0,5.0,05/02/2024,No
2187,36.0,F,19,BRONZE,58.79,Cartão de Crédito,3,1,4.0,09/10/2024,S
9,30.0,fem,17,Bronze,45.0,Pix,1,1,3.0,06/10/2021,Não
2157,45.0,F,69,ouro,"R$ 162,65",  Pix ,3,3,2.0,2023-02-25,S
229,51.0,M,54,Prata,80.5,Cartão de Crédito,0,2,4.0,2023-08-20,não
490,55.0,feminino,70,PRATA,79.45,Boleto,1,2,4.0,12/09/2024,Não
214,45.0,fem,43,prata,87.9,Pix,2,9,3.0,2024-10-23,1
1328,23.0,Masculino,7,bronze,41.12,Cartão de Crédito,1,1,3.0,2023-01-26,0
1974,39.0,F,26,Bronze,47.99,Pix,0,7,3.0,24/10/2022,N
1701,34.0,M,37,BRONZE,57.91,,1,1,2.0,2022-05-03,N
1233,78.0,M,15,Ouro,"R$ 159,70",Cartão de Crédito,3,2,5.0,02/09/2023,N
450,35.0,F,24,OURO,166.03,  Boleto ,1,0,5.0,28/11/2023,N
1628,54.0,M,40,BRONZE,"R$ 34,92",Pix,1,2,,03/06/2022,N
16,66.0,F,28,bronze,45.35,Pix,0,0,3.0,21/02/2022,0
1765,53.0,M,15,Bronze,38.04,Pix,1,2,4.0,2023-10-14,Não
2081,69.0,Masculino,35,bronze,,Pix,3,2,3.0,2022-12-13,1
1277,58.0,masculino,39,Ouro,164.97,Cartão de Crédito,0,0,2.0,2024-07-22,0
1678,43.0,Feminino,18,OURO,170.44,Pix,1,4,,2022-06-09,No
1129,52.0,fem,28,PRATA,,Pix,3,5,,2024-03-24,Yes
1121,18.0,masculino,7,Bronze,52.67,Boleto,2,6,2.0,21/08/2022,No
547,44.0,M,16,bronze,35.89,Pix,0,3,2.0,2023-12-28,sim
728,23.0,masc,23,PRATA,86.59,Cartão de Crédito,2,0,,31/12/2021,não
1433,28.0,masculino,3,Prata,79.32,Pix,1,0,4.0,26/07/2022,Não
2098,71.0,feminino,55,Prata,105.31,Cartão de Crédito,0,0,5.0,24/06/2023,não
355,78.0,fem,70,BRONZE,52.94,Pix,5,2,3.0,05/09/2021,1
281,35.0,F,47,PRATA,70.49,Pix,0,0,4.0,30/01/2021,N
208,78.0,masc,51,Bronze,"R$ 39,39",Pix,2,2,4.0,28/03/2024,N
1807,18.0,F,18,PRATA,103.94,Boleto,1,0,2.0,2024-04-04,Yes
769,26.0,Masculino,52,PRATA,92.86,Cartão de Crédito,2,1,3.0,02/06/2021,0
1948,74.0,Masculino,61,prata,102.41,Pix,0,3,3.0,2021-04-21,não
1759,53.0,Feminino,7,BRONZE,50.16,Boleto,2,3,4.0,2021-11-01,N
1308,32.0,feminino,58,Ouro,159.3,Pix,0,1,4.0,2022-05-06,N
417,78.0,M,71,bronze,37.94,Boleto,0,2,1.0,2023-07-27,1
1707,78.0,M,51,OURO,"R$ 164,85",Pix,0,1,5.0,03/11/2022,0
1272,24.0,masc,53,BRONZE,,Cartão de Crédito,1,0,,05/10/2023,N
2196,68.0,fem,37,bronze,36.24,Cartão de Crédito,3,1,3.0,02/06/2024,Sim
998,40.0,F,58,BRONZE,45.82,Pix,2,0,3.0,08/01/2021,No
443,26.0,Feminino,15,prata,89.62,Pix,0,6,3.0,21/03/2024,0
1313,66.0,masc,10,Ouro,"R$ 163,76",Boleto,0,3,5.0,2023-01-20,0
1855,24.0,masc,1,OURO,"R$ 153,59",Cartão de Crédito,2,2,3.0,26/01/2022,S
869,45.0,masculino,11,prata,84.41,Cartão de Crédito,1,0,3.0,2022-05-15,não
537,46.0,fem,41,Bronze,38.51,Cartão de Crédito,0,0,4.0,2024-05-06,N
2158,57.0,masc,19,BRONZE,44.83,Pix,1,0,4.0,2022-07-30,Yes
784,25.0,Masculino,59,Prata,82.13,Pix,1,4,4.0,2023-04-04,N
349,29.0,masc,34,bronze,38.32,Pix,3,0,2.0,2023-04-03,0
1569,74.0,Masculino,58,Prata,"R$ 76,81",Pix,1,1,2.0,2023-09-04,não
404,78.0,Feminino,40,Prata,96.34,Pix,1,3,4.0,20/01/2023,0
363,31.0,feminino,48,Prata,82.44,Cartão de Crédito,0,0,5.0,2024-06-24,No
755,52.0,masc,20,prata,"R$ 91,19",  Cartão de Crédito ,2,0,3.0,2021-12-04,S
798,46.0,M,25,BRONZE,49.07,Cartão de Crédito,0,2,4.0,23/06/2021,Não
27,42.0,feminino,63,Prata,90.93,Cartão de Crédito,1,0,4.0,2024-06-15,não
1623,75.0,feminino,39,prata,87.65,  Boleto ,3,0,5.0,2023-01-03,Não
1404,37.0,masc,45,bronze,42.77,Cartão de Crédito,0,4,3.0,2024-08-09,Não
178,27.0,masculino,10,Prata,84.57,Pix,2,0,,16/01/2021,0
357,27.0,fem,57,Bronze,41.42,Boleto,0,0,5.0,26/08/2022,No
1124,33.0,M,46,ouro,167.54,Pix,1,7,3.0,08/06/2022,sim
884,27.0,masc,18,prata,"R$ 84,65",Cartão de Crédito,1,1,4.0,2021-06-23,No
962,43.0,masc,64,ouro,"R$ 148,10",Boleto,1,2,,2023-11-11,não
253,143.0,feminino,7,Prata,"R$ 83,45",Pix,2,2,3.0,2022-12-02,0
733,75.0,masculino,12,Prata,"R$ 74,91",Cartão de Crédito,1,3,2.0,10/04/2023,S
415,19.0,masc,8,bronze,"R$ 40,51",Boleto,0,1,2.0,2023-01-10,1
559,,masc,26,Prata,"R$ 99,69",Cartão de Crédito,0,1,2.0,23/04/2024,No
554,37.0,F,47,BRONZE,"R$ 42,43",Cartão de Crédito,1,0,5.0,2023-07-29,Não
1911,22.0,fem,1,bronze,"R$ 38,81",Pix,3,1,4.0,18/10/2024,S
194,161.0,fem,16,Bronze,59.08,Cartão de Crédito,1,0,3.0,18/08/2023,não
2128,56.0,masculino,31,prata,"R$ 89,61",Cartão de Crédito,0,2,5.0,2023-10-06,0
1361,,fem,5,Prata,87.34,Pix,2,4,4.0,12/05/2024,1
2114,74.0,Feminino,7,ouro,174.06,Boleto,0,1,5.0,10/05/2021,não
1906,33.0,Feminino,33,BRONZE,46.16,Pix,1,3,4.0,2023-06-17,N
1234,64.0,F,24,Bronze,"R$ 39,25",Boleto,0,0,3.0,2022-09-01,Não
446,59.0,Masculino,1,OURO,159.16,  Boleto ,2,2,,2021-03-31,1
1241,49.0,Feminino,68,Bronze,27.32,Cartão de Crédito,1,1,4.0,2022-11-09,Não
2195,58.0,masculino,37,BRONZE,41.64,Cartão de Crédito,1,1,,2021-02-03,1
1196,57.0,fem,57,OURO,158.34,,1,0,1.0,26/07/2023,Yes
1743,46.0,masculino,66,bronze,51.06,Pix,0,0,3.0,05/06/2022,não
452,75.0,Masculino,63,BRONZE,36.59,Cartão de Crédito,1,1,3.0,2023-01-12,S
1668,60.0,masc,58,bronze,"R$ 60,26",Cartão de Crédito,1,0,3.0,20/03/2021,N
465,18.0,masc,16,PRATA,112.86,Cartão de Crédito,3,0,3.0,23/07/2021,No
721,,M,24,ouro,"R$ 155,92",Pix,0,3,1.0,25/07/2023,sim
1437,44.0,F,39,ouro,"R$ 160,34",Cartão de Crédito,0,1,3.0,2024-03-17,N
2148,76.0,M,11,ouro,160.27,Pix,2,0,3.0,2023-04-23,N
459,70.0,,48,Bronze,40.13,Boleto,1,1,4.0,06/06/2023,0
1637,28.0,feminino,14,PRATA,"R$ 89,84",Cartão de Crédito,0,4,3.0,2022-01-19,N
1566,46.0,Masculino,29,prata,81.7,Cartão de Crédito,0,0,,23/01/2023,N
2112,59.0,F,61,Prata,80.96,  Pix ,0,0,4.0,2024-10-31,Não
511,79.0,masculino,5,OURO,155.16,Cartão de Crédito,1,0,4.0,2022-10-04,N
370,65.0,F,66,OURO,170.43,Cartão de Crédito,0,3,5.0,01/01/2022,N
485,46.0,fem,36,BRONZE,54.82,Pix,0,2,,2024-06-28,1
1345,29.0,fem,3,BRONZE,30.11,  Pix ,0,1,3.0,2021-08-20,Sim
1415,54.0,Masculino,54,Prata,64.94,Boleto,0,0,2.0,2022-05-20,No
308,52.0,M,44,Ouro,159.07,Cartão de Crédito,0,1,4.0,01/03/2022,Não
286,76.0,feminino,26,BRONZE,46.19,  Pix ,2,5,,13/07/2021,0
924,26.0,Masculino,44,prata,97.41,Pix,2,3,,17/07/2023,N
1638,56.0,Feminino,43,bronze,"R$ 32,33",Cartão de Crédito,2,2,3.0,01/04/2023,1
1545,32.0,fem,18,Bronze,"R$ 42,76",Boleto,1,7,3.0,15/03/2024,S
1270,21.0,feminino,62,Ouro,,Pix,1,1,5.0,2022-01-24,Não
1835,43.0,Masculino,31,bronze,,Cartão de Crédito,2,3,,2024-09-17,N
1480,43.0,masculino,53,Bronze,45.93,Pix,1,3,5.0,2022-09-17,No
1554,56.0,F,20,prata,98.07,Pix,4,1,4.0,2023-06-06,Yes
1494,38.0,masculino,24,prata,99.01,Cartão de Crédito,1,5,3.0,21/01/2023,N
622,47.0,,59,Prata,92.25,  Pix ,0,0,4.0,28/02/2024,não
2120,61.0,Masculino,4,bronze,55.88,Pix,2,1,3.0,28/12/2021,não
896,55.0,Masculino,54,Bronze,,Boleto,2,2,4.0,17/04/2022,0
1189,53.0,feminino,21,BRONZE,"R$ 51,37",  Pix ,1,2,,2022-01-24,Yes
1854,27.0,F,58,BRONZE,39.87,  Pix ,2,3,4.0,2021-11-05,S
954,44.0,masc,57,Bronze,,Pix,0,1,5.0,22/01/2021,No
2064,62.0,M,54,ouro,168.61,Cartão de Crédito,1,3,4.0,25/07/2024,0
2088,59.0,Feminino,58,Bronze,"R$ 49,10",  Pix ,1,1,5.0,19/12/2023,Não
1506,33.0,fem,36,BRONZE,50.61,Boleto,0,0,,16/07/2024,Não
775,70.0,Feminino,2,PRATA,"R$ 89,61",Boleto,3,1,4.0,2022-02-27,Não
946,25.0,masc,40,PRATA,"R$ 96,31",Pix,2,0,,2023-05-17,Não
1970,27.0,M,48,prata,93.43,Cartão de Crédito,0,2,2.0,17/09/2024,N
1418,45.0,,30,BRONZE,"R$ 32,93",Cartão de Crédito,0,0,5.0,2022-08-26,N
1210,,Masculino,34,Bronze,"R$ 40,89",  Pix ,3,0,3.0,16/02/2023,S
1497,52.0,,22,bronze,54.0,Pix,2,0,3.0,2021-09-08,No
1006,75.0,Masculino,49,BRONZE,"R$ 52,91",Boleto,3,3,5.0,2024-06-23,No
98,60.0,,35,BRONZE,35.7,  Boleto ,0,1,3.0,2024-09-17,1
1071,59.0,fem,12,Ouro,174.52,Cartão de Crédito,1,1,4.0,01/02/2021,0
1207,49.0,masc,26,PRATA,"R$ 84,06",  Cartão de Crédito ,0,1,3.0,2023-05-11,0
2037,54.0,M,68,BRONZE,"R$ 30,73",Pix,1,4,4.0,2021-05-13,0
140,45.0,fem,7,bronze,41.62,Boleto,3,0,5.0,23/05/2022,Não
1760,54.0,masculino,16,BRONZE,"R$ 40,71",Cartão de Crédito,1,9,4.0,2023-01-25,sim
283,59.0,masculino,13,BRONZE,51.09,Pix,1,0,4.0,10/01/2023,N
1019,20.0,M,71,Bronze,53.58,Boleto,1,0,2.0,2022-07-28,Não
1617,67.0,F,33,bronze,43.77,Pix,3,0,4.0,18/05/2024,No
2179,56.0,Masculino,12,OURO,153.02,  Pix ,1,1,2.0,2021-02-10,N
2071,29.0,fem,57,Ouro,151.97,Cartão de Crédito,1,0,,16/09/2021,No
1152,49.0,feminino,67,Bronze,55.37,  Pix ,3,0,5.0,2024-03-02,0
2091,73.0,Feminino,5,bronze,"R$ 32,96",Cartão de Crédito,1,0,2.0,2024-07-09,Yes
992,52.0,Masculino,49,bronze,52.42,Pix,4,2,3.0,2021-09-20,S
1877,32.0,Feminino,70,prata,"R$ 80,39",  Cartão de Crédito ,1,0,3.0,21/05/2024,N
1158,70.0,F,63,Prata,84.2,Cartão de Crédito,1,1,2.0,23/10/2023,Sim
678,23.0,masc,67,BRONZE,41.43,Boleto,3,1,3.0,10/06/2024,0
1883,29.0,M,55,PRATA,81.32,Pix,1,3,3.0,11/10/2021,No
129,53.0,masc,2,Prata,95.82,Pix,2,3,3.0,11/02/2023,1
1779,37.0,masculino,39,PRATA,,Pix,2,0,5.0,2023-09-18,Não
956,55.0,,61,Bronze,,Cartão de Crédito,4,3,3.0,2023-01-17,S
1987,,Masculino,19,bronze,,Boleto,2,2,4.0,2021-07-01,sim
1510,60.0,Feminino,61,Prata,82.31,Cartão de Crédito,0,1,4.0,2024-02-11,não
1622,18.0,M,1,Prata,93.62,Pix,1,2,5.0,27/07/2022,Sim
523,29.0,Masculino,9,BRONZE,"R$ 33,98",Cartão de Crédito,2,1,3.0,07/09/2023,Não
265,79.0,fem,33,bronze,39.13,  Boleto ,0,3,4.0,2022-09-16,No
167,37.0,masc,24,bronze,40.06,Pix,1,1,3.0,2023-08-19,No
